player_id,Appearances,Assists,Big Chances Created,Big Chances Missed,Clean Sheets,Goals,Goals Conceded,Goals Per Match,Losses,Own Goals,Penalties Scored,Position,Red Cards,Team,Wins,Yellow Cards,player_id
13550,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Manchester City,0,0,13550
10734,1,0,0,0,0,0,0,1,0,0,0,Midfielder,0,AFC Bournemouth,1,0,10734
5272,45,0,0,2,0,0,0,45,18,0,0,Midfielder,0,Southampton,13,8,5272
4527,98,9,7,2,0,3,0,0,37,0,0,Midfielder,0,AFC Bournemouth,35,1,4527
7234,19,0,0,0,0,3,0,0,6,0,0,Midfielder,0,Leicester City,7,0,7234
13554,67,7,9,9,0,15,0,0,22,0,0,Forward,0,Leicester City,26,3,13554
2570,1,0,0,0,0,0,1,0,1,0,0,Goalkeeper,0,Wolverhampton Wanderers,0,0,2570
19923,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Manchester City,0,0,19923
4284,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Bury,0,0,4284
4760,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Colchester United,0,0,4760
19618,19,1,0,3,0,1,0,0,10,0,0,Forward,0,Watford,7,2,19618
4717,65,10,11,4,0,8,0,0,20,0,0,Midfielder,0,Arsenal,32,2,4717
12212,32,3,4,3,0,5,0,0,13,0,0,Forward,0,Brighton and Hove Albion,7,2,12212
33056,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Crystal Palace,0,0,33056
3222,353,9,8,0,105,17,397,0,109,6,0,Defender,1,Everton,139,23,3222
4786,28,0,0,0,6,0,47,0,13,0,0,Goalkeeper,0,Leicester City,9,0,4786
3669,41,1,3,4,0,0,0,41,20,0,0,Midfielder,1,Leicester City,12,4,3669
10480,119,11,16,0,14,8,190,0,66,0,0,Defender,2,Watford,33,16,10480
15481,28,2,2,5,0,2,0,0,4,0,1,Forward,0,Tottenham Hotspur,17,0,15481
4416,18,1,1,0,3,0,19,0,8,0,0,Defender,0,Cardiff City,4,5,4416
4248,90,5,6,0,18,3,87,0,24,1,0,Defender,3,Birmingham City,40,6,4248
14655,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Fulham,0,0,14655
11071,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Wolverhampton Wanderers,0,0,11071
11355,13,1,1,1,0,2,0,0,5,0,0,Midfielder,0,Internazionale,4,0,11355
14446,2,0,0,0,0,0,0,2,2,0,0,Midfielder,0,Arsenal,0,0,14446
13556,1,0,0,0,1,0,0,0,0,0,0,Goalkeeper,0,Manchester United,1,0,13556
5154,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,5154
4732,20,0,1,0,2,0,31,0,14,0,0,Defender,0,Chesterfield,2,0,4732
4331,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,West Bromwich Albion,0,0,4331
23815,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Liverpool,0,0,23815
14359,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Huddersfield Town,0,0,14359
5682,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Chelsea,0,0,5682
6425,52,2,2,14,0,8,0,0,22,0,0,Forward,0,Newcastle United,19,2,6425
14457,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Arsenal,0,0,14457
4561,9,0,0,0,0,0,0,9,7,0,0,Midfielder,0,Cardiff City,1,1,4561
15374,13,1,1,1,0,0,0,13,7,0,0,Midfielder,0,Southampton,2,0,15374
19605,44,0,0,0,7,4,58,0,24,1,0,Defender,0,Watford,12,6,19605
3508,197,5,5,0,37,12,270,0,79,3,0,Defender,6,Watford,74,21,3508
19611,19,1,0,1,0,1,0,0,10,0,0,Forward,0,Huddersfield Town,6,1,19611
10191,3,0,1,0,0,0,0,3,3,0,0,Midfielder,0,Charlton Athletic,0,0,10191
14678,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,14678
4101,2,0,0,0,1,0,1,0,0,0,0,Defender,0,Middlesbrough,2,0,4101
11267,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Fulham,0,0,11267
3960,153,14,23,67,0,108,0,0,29,0,14,Forward,0,Tottenham Hotspur,89,17,3960
13492,106,6,10,2,0,3,0,0,16,0,0,Midfielder,0,Chelsea,69,15,13492
19600,29,0,0,0,13,0,26,0,4,0,0,Goalkeeper,0,Liverpool,17,1,19600
25311,15,0,0,0,4,0,24,0,8,0,0,Goalkeeper,0,Napoli,4,0,25311
5156,19,0,1,0,0,0,0,19,9,0,0,Midfielder,0,Brighton and Hove Albion,5,2,5156
20383,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Shakhtar Donetsk,0,0,20383
4333,87,3,3,0,19,2,122,0,40,0,0,Defender,0,Everton,25,8,4333
20178,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,20178
12316,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Liverpool,0,0,12316
14723,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Liverpool,0,0,14723
3644,121,4,1,0,21,0,143,0,51,1,0,Defender,0,Crystal Palace,43,12,3644
13285,29,2,3,1,0,3,0,0,11,0,0,Midfielder,0,Newcastle United,10,1,13285
4508,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Portsmouth,0,0,4508
10449,21,1,2,0,5,0,31,0,8,0,0,Defender,0,Everton,8,2,10449
13509,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Bristol City,0,0,13509
4656,166,8,9,7,0,15,0,0,76,0,1,Midfielder,0,Newcastle United,48,19,4656
22546,23,1,3,0,3,1,34,0,10,0,0,Defender,0,Watford,7,2,22546
3926,100,7,17,7,0,30,0,0,47,0,4,Forward,0,AFC Bournemouth,28,5,3926
15134,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Crystal Palace,0,0,15134
4886,7,0,0,0,0,0,0,7,2,0,0,Midfielder,0,Everton,3,0,4886
15608,39,0,0,0,11,1,34,0,3,0,0,Defender,0,Liverpool,23,3,15608
14693,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Leicester City,0,0,14693
8982,42,1,3,5,0,3,0,0,18,0,0,Midfielder,1,Brighton and Hove Albion,10,4,8982
5368,27,4,6,0,9,2,30,0,8,0,0,Defender,0,Arsenal,16,3,5368
3653,248,8,11,0,89,17,210,0,48,3,0,Defender,3,Manchester City,151,53,3653
12359,13,0,0,0,2,0,14,0,7,0,0,Defender,0,Huddersfield Town,3,0,12359
4030,238,2,3,0,87,19,238,0,48,2,0,Defender,5,Arsenal,137,31,4030
5861,129,7,2,8,0,12,0,0,47,0,0,Midfielder,1,West Ham United,40,18,5861
6899,32,4,5,13,0,14,0,0,9,0,2,Forward,0,Arsenal,17,1,6899
4618,168,27,24,24,0,29,0,0,48,0,0,Midfielder,0,Liverpool,74,15,4618
4842,110,20,24,11,0,10,0,0,24,0,0,Midfielder,0,Tottenham Hotspur,58,21,4842
13872,88,10,14,8,0,19,0,0,32,0,2,Midfielder,0,West Ham United,30,16,13872
11044,9,0,0,0,4,0,5,0,0,0,0,Defender,0,Manchester City,9,1,11044
9257,51,0,0,0,12,5,53,0,24,0,0,Defender,1,Newcastle United,15,6,9257
20180,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Newcastle United,0,0,20180
20503,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Fulham,0,0,20503
2852,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Burnley,0,0,2852
16607,24,2,2,0,5,0,32,0,14,0,0,Defender,0,Newcastle United,7,3,16607
5583,25,1,1,0,0,1,0,0,9,0,0,Midfielder,0,Southampton,6,2,5583
2270,356,49,47,9,0,33,0,0,109,0,0,Midfielder,0,Burnley,156,14,2270
12299,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Wolverhampton Wanderers,0,0,12299
10766,35,4,1,0,0,0,0,35,12,0,0,Midfielder,0,AFC Bournemouth,11,6,10766
5520,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Arsenal,0,0,5520
4154,19,0,0,0,9,0,21,0,4,0,0,Goalkeeper,0,Burnley,14,0,4154
5066,17,0,1,0,5,0,14,0,3,0,0,Defender,0,Manchester United,10,1,5066
4337,84,8,12,14,0,13,0,0,18,0,0,Midfielder,0,Manchester United,45,9,4337
5551,49,1,2,6,0,16,0,0,22,0,0,Forward,0,Tottenham Hotspur,19,3,5551
4664,206,0,0,0,74,0,220,0,41,0,0,Goalkeeper,0,Tottenham Hotspur,120,3,4664
7124,6,1,0,0,0,1,0,0,5,0,0,Forward,0,Brighton and Hove Albion,1,0,7124
5179,46,3,5,3,0,3,0,0,14,0,0,Midfielder,0,Chelsea,16,1,5179
3837,20,2,3,0,4,1,28,0,7,1,0,Defender,0,Burnley,4,1,3837
13278,15,1,1,1,0,1,0,0,2,0,0,Forward,0,Everton,9,0,13278
12444,38,1,0,0,10,1,58,0,19,1,0,Goalkeeper,0,Huddersfield Town,9,1,12444
4813,139,3,2,0,47,6,144,0,34,0,0,Defender,0,Liverpool,68,23,4813
19608,23,0,0,0,5,0,26,0,11,0,0,Defender,0,Huddersfield Town,6,1,19608
4487,134,11,15,0,26,2,194,0,63,0,0,Defender,0,Burnley,39,26,4487
5762,6,1,0,0,0,0,0,6,2,0,0,Midfielder,0,Tottenham Hotspur,3,0,5762
4289,1,1,1,1,0,0,0,1,0,0,0,Midfielder,0,Reading,1,0,4289
4290,220,35,35,71,0,101,0,0,71,0,6,Forward,0,Manchester United,97,15,4290
10422,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Luton Town,0,0,10422
8456,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Leicester City,0,0,8456
8335,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Cardiff City,0,0,8335
13228,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Brighton & Hove Albion,0,0,13228
13987,0,0,0,0,0,0,0,0,0,0,0,Defender,0,VfB Stuttgart,0,0,13987
9566,70,6,6,0,13,4,116,0,34,0,0,Defender,0,Leicester City,20,13,9566
7985,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Barnsley,0,0,7985
8983,139,27,53,18,0,39,0,0,47,0,7,Midfielder,0,Manchester City,54,7,8983
10428,17,0,1,0,0,0,0,17,4,0,0,Midfielder,0,Arsenal,9,1,10428
15418,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Plymouth Argyle,0,0,15418
3995,22,1,0,0,2,0,23,0,12,0,0,Defender,0,Huddersfield Town,4,3,3995
6519,123,21,26,36,0,44,0,0,31,0,0,Forward,3,Liverpool,62,16,6519
5334,59,2,1,0,22,0,52,0,9,2,0,Defender,1,Valencia CF,41,11,5334
4918,51,1,3,0,8,1,70,0,29,0,0,Defender,0,Newcastle United,12,7,4918
3251,122,1,1,0,24,2,194,0,66,0,0,Defender,0,Watford,31,20,3251
5078,31,1,2,4,0,4,0,0,11,0,0,Midfielder,0,RSC Anderlecht,14,4,5078
3945,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Norwich City,0,0,3945
11272,86,15,24,9,0,24,0,0,21,0,1,Forward,0,Manchester United,44,5,11272
4245,6,0,0,0,3,0,7,0,3,0,0,Goalkeeper,0,Arsenal,3,0,4245
49992,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Watford,0,0,49992
19677,2,0,0,0,0,0,5,0,2,0,0,Defender,0,Coventry City,0,0,19677
11284,40,4,4,0,7,0,53,0,17,0,0,Defender,0,West Ham United,10,6,11284
12192,38,0,0,0,10,0,54,0,16,0,0,Goalkeeper,0,Brighton and Hove Albion,9,0,12192
4287,221,48,60,28,0,48,0,0,50,0,2,Midfielder,1,Manchester United,119,15,4287
23556,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Brighton & Hove Albion,0,0,23556
3861,159,17,11,6,0,5,0,0,26,0,0,Midfielder,2,Manchester United,100,27,3861
5375,54,0,1,0,18,2,52,0,7,0,0,Defender,0,Liverpool,33,6,5375
23827,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Manchester City,0,0,23827
32638,3,0,0,0,1,0,3,0,2,0,0,Defender,1,Arsenal,1,0,32638
5850,42,0,1,0,8,0,64,0,20,0,0,Defender,0,Newcastle United,11,5,5850
4224,205,9,12,6,0,20,0,0,93,0,0,Midfielder,0,Crystal Palace,66,32,4224
3979,222,12,7,8,0,13,0,0,87,0,0,Midfielder,1,Everton,75,38,3979
3844,26,1,0,0,0,1,0,0,18,0,0,Midfielder,0,Fulham,2,5,3844
4785,52,0,0,0,12,0,70,0,27,0,0,Goalkeeper,2,Hull City,12,0,4785
9649,20,0,1,0,2,0,11,0,8,0,0,Defender,0,Southampton,6,0,9649
14824,15,0,0,0,0,0,0,15,3,0,0,Midfielder,0,Manchester United,11,3,14824
3909,96,1,1,0,26,3,120,0,44,2,0,Defender,0,Burnley,25,20,3909
4006,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Cardiff City,0,0,4006
19617,4,0,0,0,0,0,0,4,2,0,0,Midfielder,0,Leicester City,0,1,19617
19778,24,1,1,0,0,1,0,0,12,0,0,Midfielder,0,Real Sociedad,5,4,19778
13280,2,0,0,0,1,0,1,0,1,0,0,Defender,0,Vitesse,1,1,13280
4179,245,0,0,0,80,1,311,0,69,1,0,Goalkeeper,0,Liverpool,109,7,4179
5859,50,1,3,2,0,12,0,0,21,0,9,Midfielder,0,Crystal Palace,17,12,5859
2100,485,78,39,13,0,48,0,0,132,0,12,Midfielder,2,Liverpool,226,56,2100
8900,12,0,1,0,0,0,21,0,6,2,0,Defender,0,AFC Bournemouth,3,1,8900
4507,151,20,22,16,0,29,0,0,45,0,0,Midfielder,2,Everton,59,15,4507
14822,1,0,0,0,1,0,0,0,0,0,0,Defender,0,Manchester United,1,0,14822
5879,40,4,1,9,0,10,0,0,19,0,2,Forward,2,Newcastle United,10,4,5879
5102,50,10,17,3,0,7,0,0,11,0,0,Midfielder,0,Arsenal,24,3,5102
5239,38,3,2,2,0,0,0,38,8,0,0,Midfielder,1,Arsenal,22,7,5239
5178,49,11,12,27,0,34,0,0,8,0,1,Forward,0,Liverpool,28,2,5178
15293,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Brighton and Hove Albion U21,0,0,15293
4472,162,10,13,0,58,6,150,0,33,0,0,Defender,0,Arsenal,100,16,4472
19619,36,3,5,0,0,4,0,0,18,0,1,Midfielder,0,Huddersfield Town,8,5,19619
5804,31,6,4,17,0,11,0,0,7,0,0,Forward,0,Chelsea,18,7,5804
7219,88,5,4,0,19,3,95,0,25,0,0,Defender,0,Liverpool,39,11,7219
8966,134,2,1,0,34,5,185,0,48,2,0,Defender,1,Leicester City,52,11,8966
4577,16,0,0,0,3,2,26,0,10,0,0,Defender,0,Cardiff City,2,0,4577
3983,218,18,25,22,0,20,0,0,65,0,1,Defender,0,Chelsea,102,16,3983
22570,28,1,2,2,0,7,0,0,15,0,0,Forward,0,Huddersfield Town,7,2,22570
19603,34,0,2,2,0,2,0,0,16,0,0,Forward,0,AFC Bournemouth,12,1,19603
19911,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Manchester City,0,0,19911
9662,25,1,3,1,0,1,0,0,15,0,0,Midfielder,0,Newcastle United,6,0,9662
4772,87,4,8,22,0,23,0,0,33,0,6,Forward,1,Brighton and Hove Albion,30,15,4772
5208,21,0,2,1,0,2,0,0,13,0,0,Forward,0,Leicester City,3,1,5208
3869,53,3,4,0,17,5,60,0,14,0,0,Defender,0,Arsenal,30,17,3869
4645,31,0,2,3,0,1,0,0,16,0,0,Midfielder,0,Villarreal,9,10,4645
22651,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Watford,0,0,22651
20708,31,0,1,1,0,1,0,0,20,0,0,Midfielder,0,Sunderland,6,5,20708
14712,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Leicester City,0,0,14712
14450,3,0,0,0,0,0,0,3,1,0,0,Forward,0,Arsenal,2,0,14450
13390,44,3,5,10,0,12,0,0,21,0,0,Forward,1,Everton,14,5,13390
15938,17,0,0,0,0,0,0,17,6,0,0,Midfielder,0,Tottenham Hotspur,8,1,15938
14807,2,0,0,0,0,0,0,2,0,0,0,Forward,0,Manchester City,2,0,14807
3014,318,27,28,3,0,37,0,0,130,0,20,Midfielder,4,West Ham United,107,70,3014
8293,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Wolverhampton Wanderers,0,0,8293
3924,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Brighton and Hove Albion,0,0,3924
4765,14,0,0,1,0,1,0,0,5,0,0,Midfielder,0,Portsmouth,8,2,4765
20095,3,0,0,0,0,0,0,3,2,0,0,Midfielder,0,Burnley,1,0,20095
14671,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,14671
15140,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Tottenham Hotspur,0,0,15140
13871,67,2,3,0,0,3,0,0,19,0,0,Midfielder,0,West Ham United,26,12,13871
12536,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Fulham,0,0,12536
22052,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Wolverhampton Wanderers,0,0,22052
19927,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Manchester City,0,0,19927
5514,80,0,1,0,20,1,123,0,27,0,0,Defender,0,West Ham United,29,10,5514
3889,45,1,2,3,0,7,0,0,24,0,0,Forward,0,Watford,13,8,3889
13494,93,3,5,14,0,14,0,0,27,0,0,Forward,0,Leicester City,44,4,13494
10439,3,0,0,0,0,0,0,0,0,0,0,Defender,0,Hull City,3,0,10439
20088,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Wolverhampton Wanderers,0,0,20088
7490,13,0,0,0,0,0,0,13,2,0,0,Midfielder,0,Aston Villa,8,0,7490
23615,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Galatasaray,0,0,23615
10465,51,4,2,7,0,12,0,0,11,0,0,Forward,0,Liverpool,25,0,10465
4286,120,0,6,2,0,3,0,0,39,0,0,Midfielder,0,Southampton,44,32,4286
10420,29,0,0,0,12,0,23,0,4,0,0,Goalkeeper,0,Arsenal,19,0,10420
6058,94,1,3,0,34,6,88,0,14,1,0,Defender,0,Manchester City,61,27,6058
12215,2,0,0,0,0,0,0,2,2,0,0,Forward,0,Watford,0,0,12215
14753,2,0,0,0,0,0,0,2,0,0,0,Midfielder,0,Sunderland,2,0,14753
10535,8,0,0,0,0,0,3,0,1,0,0,Defender,0,West Ham United,5,0,10535
4252,164,21,27,10,0,12,0,0,38,0,0,Midfielder,0,Liverpool,88,9,4252
4714,142,50,61,24,0,27,0,0,29,0,0,Midfielder,0,Arsenal,83,10,4714
4319,54,0,0,0,17,1,77,0,23,1,0,Goalkeeper,0,Nottingham Forest,14,6,4319
13962,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Gillingham,0,0,13962
22046,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Cardiff City,0,0,22046
8710,3,0,0,0,0,0,0,3,3,0,0,Midfielder,0,Manchester City,0,1,8710
9664,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Bradford City,0,0,9664
4972,95,13,10,8,0,20,0,0,21,0,0,Forward,0,Chelsea,55,10,4972
3138,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Cardiff City,0,0,3138
9895,7,0,0,0,0,1,13,0,3,0,0,Defender,0,Leeds United,3,1,9895
25513,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Wolverhampton Wanderers,0,0,25513
11213,45,4,9,4,0,7,0,0,22,0,0,Midfielder,1,Watford,14,5,11213
7081,11,0,0,1,0,1,0,0,3,0,0,Forward,0,Arsenal,6,0,7081
4640,69,0,0,0,14,0,114,0,36,0,0,Goalkeeper,0,Everton,18,0,4640
4356,75,5,17,7,0,14,0,0,32,0,0,Midfielder,0,Cardiff City,22,5,4356
3920,60,14,11,11,0,11,0,0,7,0,0,Midfielder,1,Manchester United,37,12,3920
10079,35,0,0,0,11,0,35,0,11,0,0,Goalkeeper,0,Burnley,13,3,10079
4433,18,1,5,0,0,1,0,0,9,0,0,Midfielder,0,Huddersfield Town,4,1,4433
13822,75,1,2,0,14,3,106,0,39,0,0,Defender,1,Watford,20,20,13822
16790,35,4,1,3,0,0,0,35,15,0,0,Midfielder,1,Brighton and Hove Albion,9,2,16790
8049,67,4,3,5,0,5,0,0,28,0,0,Midfielder,0,AFC Bournemouth,24,4,8049
4084,193,18,22,15,0,24,0,0,88,0,1,Midfielder,1,Crystal Palace,58,27,4084
21677,26,4,3,1,0,0,0,26,12,0,0,Forward,0,Huddersfield Town,7,4,21677
19678,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,West Ham United,0,0,19678
16270,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Wolverhampton Wanderers,0,0,16270
11241,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Benfica,0,0,11241
10074,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Cardiff City,0,0,10074
19673,41,1,2,1,0,2,0,0,23,0,0,Midfielder,0,Huddersfield Town,9,4,19673
11074,8,0,0,0,0,0,0,8,4,0,0,Forward,0,Sevilla,2,0,11074
13703,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,AFC Bournemouth,0,0,13703
3548,234,40,47,34,0,36,0,0,50,0,0,Midfielder,0,Arsenal,135,26,3548
11013,3,0,0,0,0,0,3,0,0,0,0,Defender,0,Liverpool,2,0,11013
13565,78,8,11,10,0,17,0,0,13,0,0,Forward,0,Manchester United,44,6,13565
4276,13,1,1,0,0,0,26,0,5,0,0,Defender,0,Fulham,4,1,4276
3811,137,10,24,6,0,15,0,0,68,0,0,Midfielder,1,Southampton,31,7,3811
4818,17,0,0,0,0,0,0,17,3,0,0,Midfielder,0,Norwich City,9,0,4818
13123,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Arsenal,0,0,13123
5343,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Leicester City,0,0,5343
15202,27,0,0,0,3,0,29,0,10,0,0,Midfielder,0,West Ham United,9,1,15202
24630,38,4,6,13,0,5,0,0,19,0,0,Forward,0,Watford,11,4,24630
4878,12,0,0,0,2,0,6,0,7,0,0,Defender,0,Crystal Palace,4,0,4878
3934,74,11,15,3,0,7,0,0,34,0,0,Midfielder,0,Newcastle United,22,11,3934
13511,103,21,31,22,0,36,0,0,19,0,1,Forward,0,Liverpool,55,7,13511
10458,79,9,10,0,15,2,104,0,32,0,0,Defender,0,Liverpool,25,14,10458
4696,51,1,0,0,17,0,64,0,19,0,0,Goalkeeper,0,Real Betis,20,4,4696
10727,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Rotherham United,0,0,10727
5044,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Olympiakos,0,0,5044
10472,68,1,1,0,21,1,51,0,9,0,0,Defender,0,Manchester United,41,20,10472
13555,7,0,0,0,6,0,2,0,1,0,0,Goalkeeper,0,Manchester United,4,0,13555
13901,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Portsmouth,0,0,13901
3507,145,14,16,0,33,9,146,0,37,0,0,Defender,2,Tottenham Hotspur,73,37,3507
11180,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Wolverhampton Wanderers,0,0,11180
20171,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Wolverhampton Wanderers,0,0,20171
2896,118,0,0,0,24,0,190,0,54,0,0,Goalkeeper,1,Wolverhampton Wanderers,32,3,2896
16801,27,1,1,0,12,2,22,0,6,0,0,Defender,0,Chelsea,17,4,16801
3319,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Fulham,0,0,3319
11341,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Wolverhampton Wanderers,0,0,11341
14656,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,14656
22591,5,1,0,0,0,0,0,5,3,0,0,Midfielder,0,Huddersfield Town,0,1,22591
20745,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Wolverhampton Wanderers,0,0,20745
6251,5,0,0,0,0,1,0,0,2,0,0,Midfielder,0,Newcastle United,3,0,6251
4796,83,2,2,0,23,3,105,0,23,0,0,Defender,0,Crystal Palace,39,3,4796
13648,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Peterborough United,0,0,13648
4973,134,28,46,35,0,62,0,0,27,0,3,Forward,0,Manchester United,76,16,4973
14554,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Brighton and Hove Albion,0,0,14554
5384,58,18,20,12,0,15,0,0,5,0,0,Forward,0,Manchester City,42,8,5384
8887,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Bradford City,0,0,8887
16234,20,0,1,0,0,0,30,0,10,0,0,Defender,0,Brighton and Hove Albion,4,3,16234
19607,37,1,3,0,9,0,53,0,18,0,0,Defender,1,Huddersfield Town,9,6,19607
8980,99,5,6,0,13,4,111,0,36,1,0,Defender,0,Crystal Palace,38,11,8980
2508,133,0,0,0,41,1,173,0,41,1,0,Goalkeeper,0,Leicester City,56,6,2508
4615,171,2,6,3,0,13,0,0,47,0,0,Midfielder,2,Everton,74,32,4615
24346,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Huddersfield Town,0,0,24346
16723,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,RSC Anderlecht,0,0,16723
25089,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Watford,0,0,25089
7013,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,7013
5267,84,15,29,7,0,15,0,0,35,0,0,Forward,0,Liverpool,25,10,5267
4608,103,3,6,0,30,0,84,0,26,0,0,Defender,1,Manchester United,41,11,4608
4135,171,20,21,16,0,13,0,0,68,0,2,Midfielder,4,Newcastle United,64,28,4135
10543,8,3,2,0,0,0,0,8,2,0,0,Midfielder,0,Liverpool,3,0,10543
4421,209,36,52,18,0,46,0,0,81,0,6,Midfielder,0,Everton,84,14,4421
4145,249,75,92,45,0,48,0,0,42,0,0,Midfielder,0,Manchester City,167,29,4145
13193,1,0,0,0,0,0,2,0,1,0,0,Defender,0,AFC Bournemouth,0,0,13193
4529,11,0,0,0,0,0,0,11,8,0,0,Forward,0,Watford,1,0,4529
4549,176,20,29,14,0,12,0,0,65,0,0,Midfielder,2,Tottenham Hotspur,79,26,4549
13232,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Brighton and Hove Albion,0,0,13232
11364,39,5,2,9,0,8,0,0,18,0,1,Forward,0,Leicester City,14,2,11364
3613,195,2,3,0,62,11,174,0,48,3,0,Defender,1,Manchester United,111,17,3613
8878,24,1,2,0,5,0,31,0,11,0,0,Defender,0,Huddersfield Town,5,7,8878
14445,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Arsenal,0,0,14445
4558,103,13,24,12,0,19,0,0,50,0,2,Midfielder,0,Aston Villa,25,16,4558
5093,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Arsenal,0,0,5093
7500,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Cardiff City,0,0,7500
10443,21,1,4,5,0,1,0,0,3,0,0,Forward,0,Liverpool,12,0,10443
8171,36,1,4,1,0,1,0,0,15,0,0,Midfielder,0,Brighton and Hove Albion,9,3,8171
4999,99,13,14,16,0,30,0,0,16,0,0,Forward,0,Tottenham Hotspur,61,2,4999
10444,47,1,7,0,8,0,57,0,22,1,0,Defender,1,Crystal Palace,17,7,10444
2664,92,0,0,0,20,0,115,0,45,0,0,Goalkeeper,0,Crystal Palace,27,1,2664
